OSEBuildingID,BuildingType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,SteamRatio,ElectricityRatio,NaturalGasRatio,SurfacePerBuilding,SurfacePerFloor,ParkingRatio,BuildingRatio,building_age
22142,NonResidential,Safeway 0219 - Othello St,Greater Duwamish,1.0,1,26092,0,26092,Supermarket/Grocery Store,40.0,7619445.0,173.75,0.0,0.6568713338044962,0.34312866619550375,26092.0,26092.0,0.0,1.0,72
22163,NonResidential,THE CHAPMAN BLDG,Greater Duwamish,1.0,1,25500,0,25500,Office,98.0,1213869.75,55.3,0.0,0.16373091099765852,0.8362692949552454,25500.0,25500.0,0.0,1.0,58
22223,NonResidential,St. Alphonsus School,Ballard,1.0,3,35448,0,35448,K-12 School,97.0,1379932.5,60.34,0.0,0.20330632114251965,0.7966933165209168,35448.0,11816.0,0.0,1.0,103
22230,NonResidential,BALLARD MARKET (ID22230),Ballard,1.0,1,29214,0,29214,Supermarket/Grocery Store,8.0,9336239.0,208.53,0.0,0.6670010268588883,0.33299897314111176,29214.0,29214.0,0.0,1.0,59
22261,NonResidential,Building B,Ballard,1.0,3,41478,0,41478,Warehouse,3.0,3035962.25,78.22,0.0,0.5926895171374413,0.4073104005163437,41478.0,13826.0,0.0,1.0,50
22264,NonResidential,Building A,Ballard,1.0,1,39840,0,39840,Warehouse,2.0,752104.0,5.24,0.0,1.0,0.0,39840.0,39840.0,0.0,1.0,45
22438,NonResidential,Quest Church,Ballard,1.0,1,40445,0,40445,Worship Facility,92.0,786253.6875,29.24,0.0,0.3449510053967155,0.6550493920577002,40445.0,40445.0,0.0,1.0,50
22440,NonResidential,Office Max #560,Ballard,1.0,1,23500,0,23500,Retail,53.0,1137967.5,13.29,0.0,0.8979896174539256,0.1020099431662152,23500.0,23500.0,0.0,1.0,29
22454,NonResidential,Ballard Goodwill,Ballard,1.0,1,22420,0,22420,Retail,82.0,1404253.75,31.79,0.0,0.6604376167768824,0.3395625612536196,22420.0,22420.0,0.0,1.0,58
22486,NonResidential,Canal Building,Magnolia / Queen Anne,1.0,3,25859,0,25859,Office,88.0,858780.625,14.9,0.0,0.7751770133379523,0.22482225888596405,25859.0,8619.666666666666,0.0,1.0,43
22502,NonResidential,Commodore,Magnolia / Queen Anne,1.0,1,25600,0,25600,Warehouse,1.0,1730600.625,34.26,0.0,0.7220666524375027,0.27793356425027294,25600.0,25600.0,0.0,1.0,51
22509,NonResidential,Salmon Bay Landing,Magnolia / Queen Anne,1.0,4,41784,8399,33385,Office,89.0,1294615.25,9.03,0.0,0.9999998068924338,0.0,33385.0,8346.25,0.20100995596400537,0.7989900440359946,17
22511,NonResidential,West Commodore,Magnolia / Queen Anne,1.0,1,56884,0,56884,Warehouse,71.0,1388345.125,37.49,0.0,0.5657555789667212,0.43424433099802906,56884.0,56884.0,0.0,1.0,65
22519,NonResidential,1023-Crown Hill (Relo),Ballard,1.0,1,32810,0,32810,Retail,66.0,2017967.75,46.44,0.0,0.652274051455976,0.3477260724310386,32810.0,32810.0,0.0,1.0,36
22574,NonResidential,Nickerson Business Center,Magnolia / Queen Anne,1.0,2,20022,0,20022,Office,80.0,657385.8125,4.58,0.0,1.0000002852206367,0.0,20022.0,10011.0,0.0,1.0,64
22577,NonResidential,property #50,Magnolia / Queen Anne,1.0,2,36498,0,36498,Warehouse,89.0,520011.8125,14.81,0.0,0.5338878720182919,0.4661124885504404,36498.0,18249.0,0.0,1.0,65
22585,NonResidential,Commodore Way,Magnolia / Queen Anne,1.0,4,30152,5680,24472,Office,96.0,845044.125,5.94,0.0,0.9988448828041968,0.0011549692745334453,24472.0,6118.0,0.18837888033961264,0.8116211196603874,18
22607,NonResidential,Fisheries Building,Magnolia / Queen Anne,1.0,4,22365,0,22365,Office,71.0,727385.8125,5.07,0.0,1.0000002577724183,0.0,22365.0,5591.25,0.0,1.0,46
22609,NonResidential,The Wharf Building,Magnolia / Queen Anne,1.0,4,30172,0,30172,Office,82.0,904059.875,6.3,0.0,1.0000001382651784,0.0,30172.0,7543.0,0.0,1.0,31
22650,NonResidential,Ballard Hardware & Supply Co Inc,Ballard,1.0,4,42500,0,42500,Warehouse,100.0,241478.5938,1.68,0.0,0.9999975409828645,0.0,42500.0,10625.0,0.0,1.0,98
22676,NonResidential,5105 Leary Ave,Ballard,1.0,2,23500,0,23500,Office,26.0,1686405.0,34.52,0.0,0.7074125136014184,0.2925874863985816,23500.0,11750.0,0.0,1.0,57
22678,NonResidential,4925 Leary,Ballard,1.0,1,22282,0,22282,Office,93.0,579888.3125,16.67,0.0,0.5282017129807216,0.47179774812240244,22282.0,22282.0,0.0,1.0,59
22804,NonResidential,Lake City Professional Center,North,1.0,2,37500,0,37500,Office,58.0,2235765.5,44.26,0.0,0.7220148982529697,0.2779848781099807,37500.0,18750.0,0.0,1.0,94
22810,NonResidential,Bliss Hall,Northwest,1.0,3,23983,0,23983,K-12 School,61.0,1164364.75,33.28,0.0,0.5316186358269606,0.46838157888239057,23983.0,7994.333333333333,0.0,1.0,95
22818,NonResidential,Jack Warehouse,Delridge,1.0,1,24100,0,24100,Warehouse,22.0,809870.8125,30.49,0.0,0.3352497655297338,0.6647504659886727,24100.0,24100.0,0.0,1.0,45
22834,NonResidential,University Child Development School,Northeast,3.0,2,31343,0,31343,K-12 School,5.0,3846501.25,128.66,0.0,0.426136609210773,0.5738633257950976,10447.666666666666,15671.5,0.0,1.0,21
22866,NonResidential,Fishermen's Commerce Building,Magnolia / Queen Anne,1.0,4,40571,10849,29722,Office,64.0,1286817.375,8.97,0.0,0.9999997085833566,0.0,29722.0,7430.5,0.2674077543072638,0.7325922456927362,42
22867,NonResidential,Icicle Seafoods,Magnolia / Queen Anne,1.0,4,41707,15659,26048,Office,78.0,1755788.5,12.24,0.0,0.9999997152276598,0.0,26048.0,6512.0,0.3754525619200614,0.6245474380799386,42
22883,NonResidential,Keller Supply,Magnolia / Queen Anne,1.0,2,39497,0,39497,Warehouse,9.0,1700057.375,28.28,0.0,0.7906033171380465,0.2093964622811627,39497.0,19748.5,0.0,1.0,70
22940,NonResidential,MERIDIAN NORTH OFFICE BUILDING,Northwest,1.0,2,27574,0,27574,Office,73.0,1211349.25,8.44,0.0,0.9999997936185621,0.0,27574.0,13787.0,0.0,1.0,43
22955,NonResidential,Foundation House at Northgate,North,1.0,5,43661,0,43661,Senior Care Community,4.0,3936421.5,82.57,0.0,0.6964942651593585,0.30350560782172337,43661.0,8732.2,0.0,1.0,27
22962,NonResidential,Northgate Meridian Bldg,Northwest,1.0,3,76105,27307,48798,Office,91.0,2472350.25,17.24,0.0,0.9999998988816411,0.0,48798.0,16266.0,0.35880691150384336,0.6411930884961566,38
23017,NonResidential,5th Ave Professional Center,North,1.0,3,28841,0,28841,Medical Office,55.0,1459199.75,33.42,0.0,0.6546903533940436,0.34530913262560525,28841.0,9613.666666666666,0.0,1.0,37
23040,NonResidential,Holy Family School,Delridge,1.0,2,42975,0,42975,K-12 School,92.0,959352.0,42.96,0.0,0.1805020472152036,0.8194979527847964,42975.0,21487.5,0.0,1.0,101
23051,NonResidential,MMFS Upper Bldg,Delridge,1.0,2,30659,0,30659,Office,88.0,2619088.5,55.85,0.0,0.6889373917681667,0.31106241732572226,30659.0,15329.5,0.0,1.0,37
23065,NonResidential,Meridian Center for Health,Northwest,1.0,2,34759,0,34759,Medical Office,81.0,1633105.375,11.39,0.0,0.9999997703761155,0.0,34759.0,17379.5,0.0,1.0,46
23098,NonResidential,Red Apple Market,Greater Duwamish,1.0,1,21603,0,21603,Supermarket/Grocery Store,16.0,5833800.0,129.89,0.0,0.6685278891974357,0.3314721108025644,21603.0,21603.0,0.0,1.0,60
23115,NonResidential,Intermountain Supply,Delridge,1.0,1,42900,0,42900,Warehouse,53.0,436252.5,3.04,0.0,1.0000011461252372,0.0,42900.0,42900.0,0.0,1.0,46
23158,NonResidential,KOF Associates,Downtown,1.0,2,25840,0,25840,Warehouse,92.0,313528.0938,2.19,0.0,0.9999997008242584,0.0,25840.0,12920.0,0.0,1.0,69
23164,NonResidential,The Weller Building,Downtown,1.0,5,70332,22095,48237,Office,89.0,1981115.25,19.12,0.0,0.9419462093384017,0.05805366447005039,48237.0,9647.4,0.31415287493601773,0.6858471250639823,24
23268,NonResidential,Building F,Greater Duwamish,1.0,2,40657,0,40657,Office,57.0,2826828.0,23.6,0.0,0.9701347234426715,0.02986527655732857,40657.0,20328.5,0.0,1.0,28
23297,NonResidential,St. James Cathedral & Rectory,East,1.0,1,44086,0,44086,Residence Hall/Dormitory,29.0,3652708.75,184.0,0.5257671447251303,0.33370960660359245,0.1405233855559932,44086.0,44086.0,0.0,1.0,121
23299,NonResidential,Pigott Building,East,1.0,7,54372,20824,33548,Office,94.0,1403820.0,9.79,0.0,1.0,0.0,33548.0,4792.571428571428,0.38299124549400426,0.6170087545059957,55
23313,NonResidential,Swedish Invex Building,East,1.0,3,21282,0,21282,Office,69.0,1245923.75,62.23,0.6120296787825098,0.38796997007240613,0.0,21282.0,7094.0,0.0,1.0,69
23331,NonResidential,Gateway Plaza,North,1.0,3,33580,12990,20590,Office,100.0,409578.4063,2.86,0.0,1.000001449539309,0.0,20590.0,6863.333333333333,0.38683740321620014,0.6131625967837999,40
23342,NonResidential,Daily Racing Form,North,1.0,1,21936,0,21936,Warehouse,100.0,113130.0,2.69,0.0,0.6349067444532839,0.3650932555467162,21936.0,21936.0,0.0,1.0,48
23400,NonResidential,Frye Commerce Center,Delridge,1.0,2,66484,0,66484,Office,69.0,3046543.0,21.24,0.0,1.0,0.0,66484.0,33242.0,0.0,1.0,37
23404,NonResidential,Swedish Cherry Building,East,1.0,3,25151,0,25151,Office,85.0,1356874.75,62.05,0.5519925015186553,0.44800745241961354,0.0,25151.0,8383.666666666666,0.0,1.0,66
23408,NonResidential,Hotel - The Baroness Hotel,East,1.0,6,35770,0,35770,Hotel,56.0,2640980.25,112.34,0.0,0.2291372682548459,0.770862637083333,35770.0,5961.666666666667,0.0,1.0,97
23410,NonResidential,Hotel - Inn at Virginia Mason,East,1.0,9,48006,0,48006,Hotel,85.0,3239754.0,101.31,0.0,0.47331927053720746,0.5266807294627925,48006.0,5334.0,0.0,1.0,97
23419,Nonresidential COS,CSC Engineering (A),Greater Duwamish,1.0,2,21315,0,21315,Office,34.0,2796425.0,110.66,0.0,0.29342213719302324,0.7065778628069768,21315.0,10657.5,0.0,1.0,52
23459,NonResidential,18 West Mercer,Magnolia / Queen Anne,1.0,4,57110,15812,41298,Office,69.0,2190460.0,24.31,0.0,0.910536599618345,0.089463400381655,41298.0,10324.5,0.2768691997898792,0.7231308002101208,41
23846,NonResidential,Diamond Building,Downtown,1.0,3,34030,0,34030,Office,50.0,1748629.875,22.26,0.0,0.8751594730703088,0.12484059841422988,34030.0,11343.333333333334,0.0,1.0,46
23504,NonResidential,3223,Greater Duwamish,1.0,1,41308,0,41308,Warehouse,7.0,1642471.5,38.57,0.0,0.6421828323961786,0.3578168631845362,41308.0,41308.0,0.0,1.0,73
23618,NonResidential,"Ocean Beauty Alaska Bldg, LLC",Magnolia / Queen Anne,1.0,1,38255,0,38255,Warehouse,12.0,985401.8125,33.8,0.0,0.40777781703136456,0.5922223732463451,38255.0,38255.0,0.0,1.0,68
23653,NonResidential,Ship Canal,Lake Union,1.0,3,48924,0,48924,Office,71.0,2282551.25,59.24,0.0,0.5885401258788823,0.4114597645945518,48924.0,16308.0,0.0,1.0,36
23671,NonResidential,Areis Building,Lake Union,1.0,4,50333,18036,32297,Office,88.0,1602084.375,11.17,0.0,0.9999997659299311,0.0,32297.0,8074.25,0.35833349889734367,0.6416665011026563,66
23674,NonResidential,2345 Eastlake,Lake Union,1.0,3,57132,21908,35224,Office,73.0,1994967.75,13.91,0.0,0.999999624054073,0.0,35224.0,11741.333333333334,0.38346285794300916,0.6165371420569908,25
23689,NonResidential,The Salvation Army,Delridge,1.0,2,24224,0,24224,Worship Facility,52.0,968026.3125,26.73,0.0,0.5526037805919661,0.44739589658623047,24224.0,12112.0,0.0,1.0,68
23691,NonResidential,Westood Christian Community,Delridge,1.0,1,23706,0,23706,Worship Facility,78.0,400770.9063,13.12,0.0,0.4413219553108065,0.5586782784886,23706.0,23706.0,0.0,1.0,62
23716,NonResidential,Saars Marketplace Foods,Southeast,1.0,1,67450,0,67450,Supermarket/Grocery Store,97.0,2842819.5,55.86,0.0,0.7252497036832624,0.2747501204350118,67450.0,67450.0,0.0,1.0,66
23742,NonResidential,1419 Elliott Ave,Magnolia / Queen Anne,1.0,2,43016,5400,37616,Office,100.0,1234095.5,60.57,0.0,0.0873700617172658,0.9126303434377647,37616.0,18808.0,0.12553468476845825,0.8744653152315418,46
23744,NonResidential,1430-1448 Elliott Ave W,Magnolia / Queen Anne,1.0,2,20671,0,20671,Office,98.0,638507.125,24.76,0.0,0.31060107590811925,0.6893987283227262,20671.0,10335.5,0.0,1.0,85
23757,NonResidential,Tile for Less,Greater Duwamish,1.0,1,21600,0,21600,Warehouse,57.0,499828.5938,14.36,0.0,0.5284891726416473,0.471511640036949,21600.0,21600.0,0.0,1.0,98
23762,NonResidential,Hillcrest Presbyterian Church,Southwest,1.0,1,35844,0,35844,Worship Facility,14.0,866126.375,6.04,0.0,0.9999995670377778,0.0,35844.0,35844.0,0.0,1.0,48
23768,NonResidential,Wallingford Plaza,Lake Union,1.0,3,31774,0,31774,Office,85.0,1639136.25,18.87,0.0,0.9015888703577876,0.09841097712285968,31774.0,10591.333333333334,0.0,1.0,109
23834,NonResidential,South Seattle Business Park- Bldg A,Greater Duwamish,1.0,1,26094,0,26094,Warehouse,19.0,709990.8125,4.95,0.0,1.0000002640879244,0.0,26094.0,26094.0,0.0,1.0,72
23835,NonResidential,South Seattle Business Park - Bldg B,Greater Duwamish,1.0,2,23687,0,23687,Office,68.0,1084553.75,7.56,0.0,1.000000230509553,0.0,23687.0,11843.5,0.0,1.0,42
23836,NonResidential,South Seattle Business Park - Bldg C,Greater Duwamish,1.0,2,24221,0,24221,Office,20.0,1435562.75,10.01,0.0,1.000000174147734,0.0,24221.0,12110.5,0.0,1.0,42
23857,NonResidential,Pier 56,Downtown,1.0,2,71919,14083,57836,Office,37.0,5381105.0,37.51,0.0,0.9999998141645629,0.0,57836.0,28918.0,0.1958175169287671,0.804182483071233,125
23858,NonResidential,Pier 55,Downtown,1.0,2,32027,0,32027,Office,54.0,3999505.25,128.41,0.0,0.4552100537935286,0.54478988369874,32027.0,16013.5,0.0,1.0,125
23867,NonResidential,Airport Way,Greater Duwamish,1.0,3,34425,0,34425,Office,84.0,2018385.75,50.07,0.0,0.6134461660760337,0.38655395778532425,34425.0,11475.0,0.0,1.0,111
23888,NonResidential,Swedish Health Services,Southwest,1.0,3,40304,12000,28304,Medical Office,5.0,1961581.5,13.67,0.0,0.999999745103632,0.0,28304.0,9434.666666666666,0.29773719730051607,0.7022628026994839,41
23896,NonResidential,The Long Building,Greater Duwamish,1.0,1,29619,0,29619,Warehouse,50.0,1280263.75,42.45,0.0,0.4325179089074419,0.5674822863648213,29619.0,29619.0,0.0,1.0,35
23906,NonResidential,St. Mary Giddens School,Central,1.0,2,21592,0,21592,K-12 School,47.0,1431784.0,54.24,0.0,0.33007213378554306,0.6699278662144569,21592.0,10796.0,0.0,1.0,103
23956,NonResidential,St. Catherine School,North,1.0,2,23923,0,23923,K-12 School,69.0,805643.5,19.51,0.0,0.6262310811171442,0.37376829826095537,23923.0,11961.5,0.0,1.0,94
23910,NonResidential,ifo and associates,Central,1.0,3,25200,0,25200,Office,47.0,1748444.25,37.08,0.0,0.691415239576555,0.30858461743918914,25200.0,8400.0,0.0,1.0,118
23918,NonResidential,CJ and J Pacific,Central,1.0,2,28296,0,28296,Office,80.0,1328461.25,9.26,0.0,0.9999998118123505,0.0,28296.0,14148.0,0.0,1.0,62
23928,NonResidential,Planned Parenthood Western,Central,1.0,3,31357,0,31357,Office,55.0,1965075.625,22.48,0.0,0.9031021388807874,0.09689754306529552,31357.0,10452.333333333334,0.0,1.0,26
23930,NonResidential,80,Greater Duwamish,1.0,1,160000,0,160000,Warehouse,94.0,1157976.5,8.07,0.0,1.0000004317876918,0.0,160000.0,160000.0,0.0,1.0,57
23934,NonResidential,Prologis Park Seattle 2,Greater Duwamish,1.0,1,53550,0,53550,Warehouse,11.0,4590246.5,174.62,0.0,0.3265680829994642,0.6734318080739237,53550.0,53550.0,0.0,1.0,65
23935,NonResidential,Messenger Corp,Greater Duwamish,1.0,1,38412,0,38412,Warehouse,62.0,1628540.0,67.05,0.0,0.25869429059157284,0.7413057094084272,38412.0,38412.0,0.0,1.0,101
23951,NonResidential,LONG Building Technologies,Greater Duwamish,1.0,1,24291,0,24291,Office,98.0,655422.375,19.61,0.0,0.5027094169618485,0.497291536621709,24291.0,24291.0,0.0,1.0,72
23952,NonResidential,NWCP-SEA Bldg D,Greater Duwamish,1.0,1,36544,0,36544,Warehouse,5.0,1269847.75,8.85,0.0,0.999999409378014,0.0,36544.0,36544.0,0.0,1.0,59
23960,NonResidential,Terminal Leasing,Greater Duwamish,1.0,1,21349,0,21349,Warehouse,70.0,659761.875,17.04,0.0,0.5911890558999032,0.40881113356239324,21349.0,21349.0,0.0,1.0,78
23963,NonResidential,Bayview Building,Greater Duwamish,1.0,1,38630,0,38630,Warehouse,33.0,416885.5938,2.91,0.0,1.0000009743680427,0.0,38630.0,38630.0,0.0,1.0,89
23975,Nonresidential COS,Airport Way Ctr - Bldg D,Greater Duwamish,1.0,1,22803,0,22803,Warehouse,78.0,764094.5,21.5,0.0,0.5413597401892043,0.45863960544147353,22803.0,22803.0,0.0,1.0,40
23977,NonResidential,Pacific Food Importers,Greater Duwamish,1.0,1,41550,0,41550,Warehouse,94.0,642645.1875,4.48,0.0,0.9999997082371367,0.0,41550.0,41550.0,0.0,1.0,74
24018,NonResidential,St. Edward School,Southeast,1.0,2,42252,0,42252,K-12 School,49.0,2203758.5,102.35,0.0,0.14445820628712266,0.855542020597992,42252.0,21126.0,0.0,1.0,113
24029,NonResidential,GRACE APOSTOLIC CHURCH,Southeast,1.0,3,22895,0,22895,Worship Facility,96.0,440419.1875,12.92,0.0,0.5153908059466642,0.48460876832256544,22895.0,7631.666666666667,0.0,1.0,44
24083,NonResidential,1024-1048 6th Ave S,Greater Duwamish,1.0,1,52325,0,52325,Warehouse,67.0,808968.1875,18.03,0.0,0.6680472833797312,0.3319524848435403,52325.0,52325.0,0.0,1.0,88
24089,NonResidential,646 S HOLGATE ST,Greater Duwamish,1.0,1,25880,0,25880,Retail,100.0,162960.0,1.14,0.0,1.0,0.0,25880.0,25880.0,0.0,1.0,81
24091,NonResidential,"Total Reclaim, Inc",Greater Duwamish,1.0,1,45842,0,45842,Warehouse,99.0,819354.625,12.55,0.0,0.8191654498807522,0.18083378732377328,45842.0,45842.0,0.0,1.0,65
24102,NonResidential,Ingersoll Rand Building,Greater Duwamish,1.0,1,20520,0,20520,Warehouse,20.0,1167887.75,40.85,0.0,0.3929119044188964,0.6070883096427717,20520.0,20520.0,0.0,1.0,59
24104,NonResidential,CF Resource,Greater Duwamish,1.0,1,22972,0,22972,Warehouse,12.0,495481.0,3.45,0.0,1.0,0.0,22972.0,22972.0,0.0,1.0,80
24105,NonResidential,625 Building,Greater Duwamish,1.0,1,24990,0,24990,Warehouse,80.0,523614.0938,8.7,0.0,0.7910654142136463,0.2089344066467907,24990.0,24990.0,0.0,1.0,72
24112,NonResidential,FleetPride,Greater Duwamish,1.0,1,24354,0,24354,Warehouse,10.0,735907.8125,17.29,0.0,0.6417651667477032,0.35823508803964493,24354.0,24354.0,0.0,1.0,59
24115,NonResidential,Stusser Electric,Greater Duwamish,1.0,1,33600,0,33600,Warehouse,58.0,847419.375,15.35,0.0,0.7585311582001533,0.2414683992798725,33600.0,33600.0,0.0,1.0,66
24132,NonResidential,820 South Adams Building: 820 South Adams Street,Greater Duwamish,1.0,1,25520,0,25520,Warehouse,100.0,1610794.75,59.0,0.0,0.3571814472328023,0.6428180871585284,25520.0,25520.0,0.0,1.0,68
24170,NonResidential,Willow Creek (Buildings 1 & 2),North,1.0,2,24291,0,24291,Office,87.0,920430.625,6.42,0.0,0.9999993209700079,0.0,24291.0,12145.5,0.0,1.0,51
24172,NonResidential,Les Schwab Tire Center #396,North,1.0,2,20738,0,20738,Retail,44.0,526752.8125,3.67,0.0,1.0000003559544355,0.0,20738.0,10369.0,0.0,1.0,67
24180,NonResidential,Pac Med Northgate,North,1.0,2,28385,7056,21329,Medical Office,1.0,2654316.0,18.5,0.0,0.999999623255106,0.0,21329.0,10664.5,0.24858199753390875,0.7514180024660913,39
24209,NonResidential,Ed Wyse Building,Greater Duwamish,1.0,1,23143,0,23143,Office,75.0,1139980.625,38.87,0.0,0.41212367096151303,0.5878766579914462,23143.0,23143.0,0.0,1.0,42
24216,NonResidential,Lamar Advertising Company,Greater Duwamish,1.0,1,28800,0,28800,Office,73.0,2107743.75,60.12,0.0,0.3731701256379007,0.4881153128789968,28800.0,28800.0,0.0,1.0,63
24218,NonResidential,Dutch Boy Building,Greater Duwamish,1.0,1,39600,0,39600,Warehouse,85.0,405050.4063,2.82,0.0,0.9999989969149675,0.0,39600.0,39600.0,0.0,1.0,73
24219,NonResidential,SB Warehouse,Greater Duwamish,1.0,1,39600,0,39600,Warehouse,91.0,468396.9063,9.25,0.0,0.7230683965770677,0.2769318034669522,39600.0,39600.0,0.0,1.0,73
24225,NonResidential,2900,Greater Duwamish,1.0,1,41248,0,41248,Warehouse,37.0,1108310.875,16.5,0.0,0.8284850584002436,0.17151505438399672,41248.0,41248.0,0.0,1.0,88
24244,NonResidential,West Side Presbyterian Church,Southwest,1.0,2,35864,0,35864,Worship Facility,75.0,1228113.5,43.64,0.0,0.38093628968332327,0.619064117445171,35864.0,17932.0,0.0,1.0,77
24250,NonResidential,St. George Parish,Greater Duwamish,1.0,1,20484,0,20484,Worship Facility,69.0,822636.625,38.38,0.0,0.13984667896350955,0.860152561284273,20484.0,20484.0,0.0,1.0,71
24252,NonResidential,Springbrook Building,Northeast,1.0,4,45264,17622,27642,Medical Office,4.0,1849331.25,12.89,0.0,0.9999998648159977,0.0,27642.0,6910.5,0.38931601272534466,0.6106839872746553,41
24270,NonResidential,Phinney Ridge Lutheran Church,Northwest,1.0,2,41600,0,41600,Worship Facility,58.0,1195165.25,30.99,0.0,0.5891026366437612,0.4108971541801437,41600.0,20800.0,0.0,1.0,74
24274,NonResidential,Bonneville International,Lake Union,1.0,2,34110,0,34110,Office,31.0,2563985.5,17.87,0.0,0.9999998049910969,0.0,34110.0,17055.0,0.0,1.0,65
24333,NonResidential,South Seattle Building,Greater Duwamish,1.0,1,43390,0,43390,Warehouse,87.0,533742.8125,3.72,0.0,1.0000003512927866,0.0,43390.0,43390.0,0.0,1.0,55
24344,NonResidential,WES 2233 LLC,Greater Duwamish,1.0,1,35400,0,35400,Warehouse,84.0,419978.6875,9.29,0.0,0.6714769306001986,0.32852381348517834,35400.0,35400.0,0.0,1.0,66
24348,NonResidential,Stoneway,Greater Duwamish,1.0,1,28144,0,28144,Warehouse,19.0,858701.0,8.22,0.0,0.9436928570014476,0.05630714299855247,28144.0,28144.0,0.0,1.0,59
24351,NonResidential,Pacific Coast Feather Corporate Office and Warehouse,Greater Duwamish,1.0,3,71283,0,71283,Warehouse,41.0,2491238.25,43.17,0.0,0.7755035071414788,0.22449639250681866,71283.0,23761.0,0.0,1.0,109
24356,NonResidential,1550 4th Ave S,Greater Duwamish,1.0,2,47368,0,47368,Office,99.0,1042652.625,7.27,0.0,1.000000359659575,0.0,47368.0,23684.0,0.0,1.0,46
24359,NonResidential,Jefferson Building,Central,1.0,5,72613,22788,49825,Office,84.0,2602213.75,41.96,0.0,0.8016316876351914,0.19836840843685496,49825.0,9965.0,0.31382810240590525,0.6861718975940947,41
24375,SPS-District K-12,Hawthorne Elementary,Southeast,1.0,3,51672,0,51672,K-12 School,97.0,1436510.375,20.3,0.0,0.8447714831158111,0.15522825583490826,51672.0,17224.0,0.0,1.0,36
24376,Nonresidential COS,SE Seattle Community Health Center,Southeast,1.0,2,38352,11082,27270,Medical Office,36.0,2108861.75,14.7,0.0,0.9999996443579101,0.0,27270.0,13635.0,0.2889549436795995,0.7110450563204005,35
24435,NonResidential,10th Ave.,East,1.0,2,36000,0,36000,Office,95.0,1046187.625,18.04,0.0,0.777351003363283,0.22264935508102573,36000.0,18000.0,0.0,1.0,118
24448,NonResidential,"Automobili Italiane, Inc.",East,1.0,1,36000,0,36000,Retail,59.0,1162163.125,26.52,0.0,0.656569618830403,0.3434302736115466,36000.0,36000.0,0.0,1.0,112
24451,NonResidential,LOFT BUILDING,East,1.0,2,43200,0,43200,Warehouse,38.0,1929851.5,49.18,0.0,0.5987999594787474,0.40119978143396007,43200.0,21600.0,0.0,1.0,110
24458,NonResidential,Turner,Greater Duwamish,1.0,4,53840,12870,40970,Office,71.0,2912454.75,46.85,0.0,0.8024835407314054,0.19751620175386417,40970.0,10242.5,0.23904160475482913,0.7609583952451708,112
24461,NonResidential,Outdoor Emporium,Greater Duwamish,1.0,1,43794,0,43794,Retail,88.0,1164537.75,23.5,0.0,0.7136599908418598,0.2863402238355949,43794.0,43794.0,0.0,1.0,50
24472,NonResidential,Old Pipe Building,Greater Duwamish,1.0,1,48280,0,48280,Warehouse,18.0,2701833.75,78.57,0.0,0.5208170191818797,0.47918307334786975,48280.0,48280.0,0.0,1.0,57
24479,NonResidential,Safeway 0423 - 35th Ave,Northeast,1.0,1,32822,0,32822,Supermarket/Grocery Store,42.0,8839812.0,219.93,0.0,0.6118570168686845,0.3881428700067377,32822.0,32822.0,0.0,1.0,60
24484,NonResidential,Messiah Lutheran Church,Northeast,1.0,2,20385,0,20385,Worship Facility,65.0,809291.8125,34.04,0.0,0.23954029560876103,0.7604599360752831,20385.0,10192.5,0.0,1.0,75
24485,NonResidential,Sand Point Community Church,Northeast,1.0,1,24295,0,24295,Worship Facility,53.0,216115.0,1.51,0.0,1.0,0.0,24295.0,24295.0,0.0,1.0,79
24488,NonResidential,Hawthorne Hills Professional Center,Northeast,1.0,2,20317,0,20317,Office,83.0,620994.3125,4.33,0.0,0.9999994967747793,0.0,20317.0,10158.5,0.0,1.0,58
24514,NonResidential,OAKTREE PLAZA ASSOC,Northwest,1.0,1,45155,0,45155,Supermarket/Grocery Store,6.0,6674179.5,158.63,0.0,0.6359514304342578,0.3640486444813179,45155.0,45155.0,0.0,1.0,39
24531,NonResidential,Kenyon Industrial Park Building D,Greater Duwamish,1.0,1,32000,0,32000,Warehouse,3.0,2186148.5,41.77,0.0,0.7370107748856036,0.26298899640166257,32000.0,32000.0,0.0,1.0,59
24532,NonResidential,Kenyon Industrial Park Building B,Greater Duwamish,1.0,1,44000,0,44000,Warehouse,15.0,4302455.5,175.53,0.0,0.2668529633833517,0.7331471528293553,44000.0,44000.0,0.0,1.0,55
24534,NonResidential,Kenyon Business Park Building A,Greater Duwamish,1.0,1,36000,0,36000,Warehouse,44.0,2771820.5,124.4,0.0,0.17834776819061696,0.8216524121962443,36000.0,36000.0,0.0,1.0,52
24538,NonResidential,Cloverdale Business Park Building C,Greater Duwamish,1.0,1,48020,0,48020,Warehouse,71.0,2373568.25,59.14,0.0,0.6111086125288371,0.38889128214450963,48020.0,48020.0,0.0,1.0,46
24539,NonResidential,Cloverdale Business Park Building E,Greater Duwamish,1.0,1,27420,0,27420,Warehouse,55.0,1176342.25,39.05,0.0,0.43162863528875206,0.5683711521880643,27420.0,27420.0,0.0,1.0,46
